MassiveID	filename	SampleType	NCBITaxonomy	MassSpectrometer	BiologicalSex	AgeInYears	UBERONBodyPartName	HealthStatus	DOIDCommonName	Ethnicity	SocialEconomicalStatus
MSV000083388	1_n_3355_02042008.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	acute illness	Kawasaki disease	not collected	not collected
MSV000083388	1_n_3355_05062009.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	healthy	no disease reported	not collected	not collected
MSV000083388	1_n_3430_02172010.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	healthy	no disease reported	not collected	not collected
MSV000083388	1_n_3430_12212008.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	acute illness	Kawasaki disease	not collected	not collected
MSV000083388	1_n_3533_02022010.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	acute illness	Kawasaki disease	not collected	not collected
MSV000083388	1_n_3533_11232015.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	healthy	no disease reported	not collected	not collected
MSV000083388	1_n_3551_04022010.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	acute illness	Kawasaki disease	not collected	not collected
MSV000083388	1_n_3551_06152011.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	healthy	no disease reported	not collected	not collected
MSV000083388	1_n_3563_04292010.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	acute illness	Kawasaki disease	not collected	not collected
MSV000083388	1_n_3563_05182011.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	healthy	no disease reported	not collected	not collected
MSV000083388	1_n_3626_03062011.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	acute illness	Kawasaki disease	not collected	not collected
MSV000083388	1_n_3626_08152012.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	healthy	no disease reported	not collected	not collected
MSV000083388	1_n_3700_02162012.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	acute illness	Kawasaki disease	not collected	not collected
MSV000083388	1_n_3700_02262014.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	healthy	no disease reported	not collected	not collected
MSV000083388	1_n_3717_04052012.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	acute illness	Kawasaki disease	not collected	not collected
MSV000083388	1_n_3717_07312013.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	healthy	no disease reported	not collected	not collected
MSV000083388	1_n_3720_04112012.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	acute illness	Kawasaki disease	not collected	not collected
MSV000083388	1_n_3720_11202013.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	healthy	no disease reported	not collected	not collected
MSV000083388	1_n_3731_04022014.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	healthy	no disease reported	not collected	not collected
MSV000083388	1_n_3731_07012012.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	acute illness	Kawasaki disease	not collected	not collected
MSV000083388	1_n_3748_08202014.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	healthy	no disease reported	not collected	not collected
MSV000083388	1_n_3748_10172012.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	acute illness	Kawasaki disease	not collected	not collected
MSV000083388	1_n_3757_01222014.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	healthy	no disease reported	not collected	not collected
MSV000083388	1_n_3757_12052012.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	acute illness	Kawasaki disease	not collected	not collected
MSV000083388	1_n_3771_01102013.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	acute illness	Kawasaki disease	not collected	not collected
MSV000083388	1_n_3771_10012014.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	healthy	no disease reported	not collected	not collected
MSV000083388	1_n_3786_03152013.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	acute illness	Kawasaki disease	not collected	not collected
MSV000083388	1_n_3786_05282014.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	healthy	no disease reported	not collected	not collected
MSV000083388	1_n_3807_04052017.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	healthy	no disease reported	not collected	not collected
MSV000083388	1_n_3807_06082013.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	acute illness	Kawasaki disease	not collected	not collected
MSV000083388	1_n_3808_04192017.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	healthy	no disease reported	not collected	not collected
MSV000083388	1_n_3809_06222013.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	acute illness	Kawasaki disease	not collected	not collected
MSV000083388	1_n_3809_09102014.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	healthy	no disease reported	not collected	not collected
MSV000083388	1_n_3815_07152013.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	acute illness	Kawasaki disease	not collected	not collected
MSV000083388	1_n_3815_07162014.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	healthy	no disease reported	not collected	not collected
MSV000083388	1_n_3817_07272013.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	acute illness	Kawasaki disease	not collected	not collected
MSV000083388	1_n_3817_08272014.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	healthy	no disease reported	not collected	not collected
MSV000083388	1_n_3826_09032013.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	acute illness	Kawasaki disease	not collected	not collected
MSV000083388	1_n_3826_09102014.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	healthy	no disease reported	not collected	not collected
MSV000083388	1_n_3843_10142015.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	healthy	no disease reported	not collected	not collected
MSV000083388	1_n_3843_11082013.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	acute illness	Kawasaki disease	not collected	not collected
MSV000083388	1_n_3854_01072014.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	acute illness	Kawasaki disease	not collected	not collected
MSV000083388	1_n_3854_03112015.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	healthy	no disease reported	not collected	not collected
MSV000083388	1_n_3888_09022015.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	healthy	no disease reported	not collected	not collected
MSV000083388	1_n_3894_06062014.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	acute illness	Kawasaki disease	not collected	not collected
MSV000083388	1_n_3894_07202016.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	healthy	no disease reported	not collected	not collected
MSV000083388	1_n_3900_06242015.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	healthy	no disease reported	not collected	not collected
MSV000083388	1_n_3903_07062014.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	acute illness	Kawasaki disease	not collected	not collected
MSV000083388	1_n_3903_08122015.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	healthy	no disease reported	not collected	not collected
MSV000083388	1_n_3912_08242014.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	acute illness	Kawasaki disease	not collected	not collected
MSV000083388	1_n_3912_09142016.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	healthy	no disease reported	not collected	not collected
MSV000083388	1_n_3935_09302017_1.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	healthy	no disease reported	not collected	not collected
MSV000083388	1_n_3935_09302017_2.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	healthy	no disease reported	not collected	not collected
MSV000083388	1_n_3935_09302017_3.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	healthy	no disease reported	not collected	not collected
MSV000083388	1_n_3935_12152014_1.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	acute illness	Kawasaki disease	not collected	not collected
MSV000083388	1_n_3935_12152014_2.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	acute illness	Kawasaki disease	not collected	not collected
MSV000083388	1_n_3935_12152014_3.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	acute illness	Kawasaki disease	not collected	not collected
MSV000083388	1_n_4338_04042008.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	unhealthy (NOS)	disease NOS	not collected	not collected
MSV000083388	1_n_4361_07052008.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	unhealthy (NOS)	disease NOS	not collected	not collected
MSV000083388	1_n_4399_01272009.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	unhealthy (NOS)	disease NOS	not collected	not collected
MSV000083388	1_n_4404_02242009.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	unhealthy (NOS)	disease NOS	not collected	not collected
MSV000083388	1_n_4417_04062009.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	unhealthy (NOS)	disease NOS	not collected	not collected
MSV000083388	1_n_4418_04112009.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	unhealthy (NOS)	disease NOS	not collected	not collected
MSV000083388	1_n_4422_04192009.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	unhealthy (NOS)	disease NOS	not collected	not collected
MSV000083388	1_n_4424_05012009.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	unhealthy (NOS)	disease NOS	not collected	not collected
MSV000083388	1_n_4500_06202010.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	unhealthy (NOS)	disease NOS	not collected	not collected
MSV000083388	1_n_4523_11152010.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	unhealthy (NOS)	disease NOS	not collected	not collected
MSV000083388	1_n_4524_11152010.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	unhealthy (NOS)	disease NOS	not collected	not collected
MSV000083388	1_n_4536_01062011.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	unhealthy (NOS)	disease NOS	not collected	not collected
MSV000083388	1_n_4544_02172011.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	unhealthy (NOS)	disease NOS	not collected	not collected
MSV000083388	1_n_4545_02172011.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	unhealthy (NOS)	disease NOS	not collected	not collected
MSV000083388	1_n_4589_08052011.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	unhealthy (NOS)	disease NOS	not collected	not collected
MSV000083388	1_n_4592_08132011.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	unhealthy (NOS)	disease NOS	not collected	not collected
MSV000083388	1_n_4599_09202011.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	unhealthy (NOS)	disease NOS	not collected	not collected
MSV000083388	1_n_4609_11082011.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	unhealthy (NOS)	disease NOS	not collected	not collected
MSV000083388	1_n_4610_11102011.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	unhealthy (NOS)	disease NOS	not collected	not collected
MSV000083388	1_n_4619_12252011.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	unhealthy (NOS)	disease NOS	not collected	not collected
MSV000083388	1_n_4677_01012013.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	unhealthy (NOS)	disease NOS	not collected	not collected
MSV000083388	1_n_4687_02162013.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	unhealthy (NOS)	disease NOS	not collected	not collected
MSV000083388	1_n_4691_08042013.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	unhealthy (NOS)	disease NOS	not collected	not collected
MSV000083388	1_n_4700_04242013.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	unhealthy (NOS)	disease NOS	not collected	not collected
MSV000083388	1_n_4705_05172013.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	unhealthy (NOS)	disease NOS	not collected	not collected
MSV000083388	1_n_4706_05262013.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	unhealthy (NOS)	disease NOS	not collected	not collected
MSV000083388	1_n_4716_08092013.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	unhealthy (NOS)	disease NOS	not collected	not collected
MSV000083388	1_n_4717_08152013.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	unhealthy (NOS)	disease NOS	not collected	not collected
MSV000083388	1_n_4723_10272013.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	unhealthy (NOS)	disease NOS	not collected	not collected
MSV000083388	1_n_4729_12022013.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	unhealthy (NOS)	disease NOS	not collected	not collected
MSV000083388	1_n_4741_02062014.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	unhealthy (NOS)	disease NOS	not collected	not collected
MSV000083388	1_n_4755_04212014.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	unhealthy (NOS)	disease NOS	not collected	not collected
MSV000083388	1_n_4757_03282014.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	unhealthy (NOS)	disease NOS	not collected	not collected
MSV000083388	1_n_4761_05212014.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	unhealthy (NOS)	disease NOS	not collected	not collected
MSV000083388	1_n_4777_08022014.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	unhealthy (NOS)	disease NOS	not collected	not collected
MSV000083388	1_n_4800_12022014.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	unhealthy (NOS)	disease NOS	not collected	not collected
MSV000083388	1_n_4949_02112017.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911	not collected	Infancy (<2 yrs)	blood plasma	unhealthy (NOS)	disease NOS	not collected	not collected
